0249,1,1
0249,2,707
0249,3,83
0249,4,572
0249,5,106
0249,8,2
0250,1,1
0250,4,4717
0250,5,612
0250,6,64
0251,4,5335
0251,5,59
0252,4,5394
0253,1,1
0253,3,337
0253,4,5056
0254,4,4312
0254,5,1082
0255,4,5394
0256,4,5394
0258,4,5394
0259,4,5394
0260,1,1
0260,4,4829
0260,5,564
0261,4,5078
0261,5,212
0261,6,104
0262,4,5061
0262,5,296
0262,6,37
0263,1,1
0263,4,5393
0264,4,5394
0265,4,4904
0265,5,339
0265,6,151
0266,4,5394
0267,4,5394
0288,3,35
0288,4,5359
0290,4,4730
0290,5,664
0291,4,3494
0291,5,1703
0291,6,197
0292,4,5050
0292,5,252
0292,6,92
0293,4,4656
0293,5,512
0293,6,226
0294,4,5247
0294,5,147
0295,4,5394
0296,3,33
0296,4,5115
0296,5,179
0296,6,67
0297,4,5043
0297,5,234
0297,6,117
0298,1,1
0298,2,2678
0298,4,2579
0298,5,136
0299,4,5394
0300,4,5394
0301,2,1
0301,4,4906
0301,5,487
0302,4,5110
0302,5,284
0303,2,492
0303,4,4619
0303,5,250
0303,6,33
0304,3,478
0304,4,4387
0304,5,479
0304,6,50
0305,4,5394
0306,1,1
0306,3,71
0306,4,5152
0306,5,170
0307,3,1099
0307,4,3719
0307,5,428
0307,6,148
0308,0,1227
0308,1,1
0308,3,41
0308,4,1348
0308,5,2350
0308,6,427
0309,5,5394
0310,5,5394
